logtime,scenario_time,type,module,address,value
1.077792,0,version,,,1.4.1
1.078413,0,scenario_path,,,includes\scenarios\fatigue_2.txt
1.080136,0,seed_value,communications,,
1.080186,0,seed_output,communications,,YDA408
1.080372,0,seed_value,communications,,
1.080396,0,seed_output,communications,,SWV727
1.080532,0,seed_value,communications,,
1.080554,0,seed_output,communications,,FBA323
1.080687,0,seed_value,communications,,
1.080709,0,seed_output,communications,,OBO126
1.08085,0,seed_value,communications,,
1.080869,0,seed_output,communications,,YZN807
1.081014,0,seed_value,communications,,
1.081033,0,seed_output,communications,,TUE679
1.081156,0,seed_value,communications,,
1.081174,0,seed_output,communications,,CDI622
1.081301,0,seed_value,communications,,
1.081322,0,seed_output,communications,,KMG347
1.081422,0,seed_value,communications,,
1.081435,0,seed_output,communications,,YMU263
1.081538,0,seed_value,communications,,
1.081555,0,seed_output,communications,,GZM737
1.081681,0,seed_value,communications,,
1.081696,0,seed_output,communications,,SQR468
1.081737,0,seed_value,communications,,
1.081751,0,seed_output,communications,,113.609654
1.081853,0,seed_value,communications,,
1.081865,0,seed_output,communications,,108.043795
1.081892,0,seed_value,communications,,
1.081905,0,seed_output,communications,,130.376137
1.081933,0,seed_value,communications,,
1.081944,0,seed_output,communications,,123.002306
5.350924,0,dialog,,,OpenMATB end
5.351173,0.017274,event,communications,voicegender,male
5.367387,0.033449,event,communications,voiceidiom,english
5.384192,0.050026,aoi,sysmon,foreground,"(0, 1026.0, 672, 540.0)"
5.384272,0.050026,aoi,sysmon,overdue,"(0, 1026.0, 672, 540.0)"
5.398592,0.050026,aoi,sysmon,task_title,"(0, 1080.0, 672, 1026.0)"
5.398793,0.050026,aoi,sysmon,automode,"(285.6, 592.65, 386.40000000000003, 565.65)"
5.401794,0.050026,aoi,sysmon,scale1,"(50.4, 855.9, 117.6, 612.9)"
5.403909,0.050026,aoi,sysmon,scale2,"(218.4, 855.9, 285.6, 612.9)"
5.405519,0.050026,aoi,sysmon,scale3,"(386.4, 855.9, 453.59999999999997, 612.9)"
5.407008,0.050026,aoi,sysmon,scale4,"(554.4, 855.9, 621.6, 612.9)"
5.408725,0.050026,aoi,sysmon,light1,"(33.599999999999994, 977.4, 302.4, 904.5)"
5.410696,0.050026,aoi,sysmon,light2,"(369.6, 977.4, 638.4000000000001, 904.5)"
5.410733,0.050026,parameter,sysmon,title,System monitoring
5.410746,0.050026,parameter,sysmon,taskplacement,topleft
5.410755,0.050026,parameter,sysmon,taskupdatetime,200
5.410766,0.050026,parameter,sysmon,taskfeedback-overdue-active,0
5.410776,0.050026,parameter,sysmon,taskfeedback-overdue-color,"(241, 100, 100, 255)"
5.410786,0.050026,parameter,sysmon,taskfeedback-overdue-delayms,2000
5.410794,0.050026,parameter,sysmon,taskfeedback-overdue-blinkdurationms,1000
5.410804,0.050026,parameter,sysmon,taskfeedback-overdue-_nexttoggletime,0
5.410816,0.050026,parameter,sysmon,taskfeedback-overdue-_is_visible,0
5.410845,0.050026,parameter,sysmon,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x000001DBB69251C0>
5.410864,0.050026,parameter,sysmon,alerttimeout,10000
5.410877,0.050026,parameter,sysmon,automaticsolver,0
5.410887,0.050026,parameter,sysmon,automaticsolverdelay,1000
5.410897,0.050026,parameter,sysmon,displayautomationstate,1
5.410906,0.050026,parameter,sysmon,allowanykey,0
5.410916,0.050026,parameter,sysmon,feedbackduration,1500
