logtime,scenario_time,type,module,address,value
0.801942,0,version,,,1.4.1
0.802586,0,scenario_path,,,includes\scenarios\fatigue_2.txt
0.803836,0,seed_value,communications,,
0.803886,0,seed_output,communications,,YRQ827
0.804054,0,seed_value,communications,,
0.804076,0,seed_output,communications,,GNZ509
0.804203,0,seed_value,communications,,
0.804222,0,seed_output,communications,,MMG923
0.804342,0,seed_value,communications,,
0.804359,0,seed_output,communications,,EOO265
0.804484,0,seed_value,communications,,
0.804507,0,seed_output,communications,,SGR570
0.80464,0,seed_value,communications,,
0.804659,0,seed_output,communications,,WOX319
0.804783,0,seed_value,communications,,
0.804801,0,seed_output,communications,,SLS104
0.804916,0,seed_value,communications,,
0.804932,0,seed_output,communications,,WPA887
0.805038,0,seed_value,communications,,
0.805056,0,seed_output,communications,,HTS674
0.80518,0,seed_value,communications,,
0.805197,0,seed_output,communications,,IHO780
0.805244,0,seed_value,communications,,
0.805258,0,seed_output,communications,,134.457957
0.805291,0,seed_value,communications,,
0.805306,0,seed_output,communications,,123.857245
0.805358,0,seed_value,communications,,
0.805374,0,seed_output,communications,,130.044683
0.805405,0,seed_value,communications,,
0.805419,0,seed_output,communications,,118.747235
5.031053,0,dialog,,,OpenMATB end
5.044792,0.01781,event,communications,voicegender,male
5.783701,0.01781,dialog,,,Warning end
5.784288,0.03791,event,communications,voiceidiom,english
5.797383,0.051012,event,sysmon,self,show
5.81372,0.06738,event,track,self,show
5.830977,0.084587,event,scheduling,self,show
5.847671,0.101252,event,resman,self,show
5.8635,0.117228,event,communications,self,show
5.88037,0.133908,aoi,sysmon,foreground,"(0, 1026.0, 672, 540.0)"
5.880422,0.133908,aoi,sysmon,overdue,"(0, 1026.0, 672, 540.0)"
5.886479,0.133908,aoi,sysmon,task_title,"(0, 1080.0, 672, 1026.0)"
5.886619,0.133908,aoi,sysmon,automode,"(285.6, 592.65, 386.40000000000003, 565.65)"
5.888213,0.133908,aoi,sysmon,scale1,"(50.4, 855.9, 117.6, 612.9)"
5.889406,0.133908,aoi,sysmon,scale2,"(218.4, 855.9, 285.6, 612.9)"
5.890501,0.133908,aoi,sysmon,scale3,"(386.4, 855.9, 453.59999999999997, 612.9)"
5.891671,0.133908,aoi,sysmon,scale4,"(554.4, 855.9, 621.6, 612.9)"
5.892805,0.133908,aoi,sysmon,light1,"(33.599999999999994, 977.4, 302.4, 904.5)"
5.893955,0.133908,aoi,sysmon,light2,"(369.6, 977.4, 638.4000000000001, 904.5)"
5.893979,0.133908,parameter,sysmon,title,System monitoring
5.893987,0.133908,parameter,sysmon,taskplacement,topleft
5.893993,0.133908,parameter,sysmon,taskupdatetime,200
5.894002,0.133908,parameter,sysmon,taskfeedback-overdue-active,0
5.894009,0.133908,parameter,sysmon,taskfeedback-overdue-color,"(241, 100, 100, 255)"
5.894016,0.133908,parameter,sysmon,taskfeedback-overdue-delayms,2000
5.894022,0.133908,parameter,sysmon,taskfeedback-overdue-blinkdurationms,1000
5.894028,0.133908,parameter,sysmon,taskfeedback-overdue-_nexttoggletime,0
5.894034,0.133908,parameter,sysmon,taskfeedback-overdue-_is_visible,0
5.89404,0.133908,parameter,sysmon,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x000002674149C850>
5.894049,0.133908,parameter,sysmon,alerttimeout,10000
5.894055,0.133908,parameter,sysmon,automaticsolver,0
