logtime,scenario_time,type,module,address,value
1.896583,0,version,,,1.4.1
1.90379,0,scenario_path,,,includes\scenarios\fatigue.txt
1.904444,0,seed_value,communications,,
1.904465,0,seed_output,communications,,DTW834
1.904529,0,seed_value,communications,,
1.904537,0,seed_output,communications,,LPP463
1.904655,0,seed_value,communications,,
1.904663,0,seed_output,communications,,QNZ454
1.90472,0,seed_value,communications,,
1.904727,0,seed_output,communications,,FDV753
1.904781,0,seed_value,communications,,
1.904788,0,seed_output,communications,,XVZ241
1.904841,0,seed_value,communications,,
1.904848,0,seed_output,communications,,EHA972
1.904899,0,seed_value,communications,,
1.904906,0,seed_output,communications,,WMS232
1.904956,0,seed_value,communications,,
1.904963,0,seed_output,communications,,MYA347
1.905013,0,seed_value,communications,,
1.905021,0,seed_output,communications,,UPW443
1.905066,0,seed_value,communications,,
1.905073,0,seed_output,communications,,DXE892
1.905094,0,seed_value,communications,,
1.9051,0,seed_output,communications,,121.76255
1.905116,0,seed_value,communications,,
1.905122,0,seed_output,communications,,115.511246
1.905136,0,seed_value,communications,,
1.905141,0,seed_output,communications,,111.098028
1.905155,0,seed_value,communications,,
1.90516,0,seed_output,communications,,135.992022
3.121977,0,dialog,,,OpenMATB end
3.145763,0.01859,event,instructions,filename,en/welcome_screen.txt
5.086154,0.01859,dialog,,,Warning end
5.087402,0.036051,aoi,instructions,background,"(0, 1080, 1920, 0)"
5.095104,0.036051,parameter,instructions,title,
5.095139,0.036051,parameter,instructions,taskplacement,fullscreen
5.095148,0.036051,parameter,instructions,taskupdatetime,15
5.095158,0.036051,parameter,instructions,taskfeedback-overdue-active,0
5.095167,0.036051,parameter,instructions,taskfeedback-overdue-color,"(241, 100, 100, 255)"
5.095175,0.036051,parameter,instructions,taskfeedback-overdue-delayms,2000
5.095182,0.036051,parameter,instructions,taskfeedback-overdue-blinkdurationms,1000
5.095188,0.036051,parameter,instructions,taskfeedback-overdue-_nexttoggletime,0
5.095195,0.036051,parameter,instructions,taskfeedback-overdue-_is_visible,0
5.095202,0.036051,parameter,instructions,boldtitle,0
5.095209,0.036051,parameter,instructions,filename,en/welcome_screen.txt
5.095215,0.036051,parameter,instructions,pointsize,0
5.095221,0.036051,parameter,instructions,maxdurationsec,0
5.095228,0.036051,parameter,instructions,response-text,Press SPACE to continue
5.095235,0.036051,parameter,instructions,response-key,SPACE
5.095244,0.036051,parameter,instructions,allowkeypress,1
5.100197,0.036051,state,instructions,"background, visibility",1
5.100248,0.036051,event,instructions,self,start
5.100299,0.036051,state,instructions,"background, visibility",0
5.100312,0.036051,event,instructions,self,stop
5.100322,0.036051,manual,,,end
