logtime,scenario_time,type,module,address,value
1.056482,0,version,,,1.4.1
1.056891,0,scenario_path,,,includes\scenarios\fatigue_2.txt
1.057716,0,seed_value,communications,,
1.057737,0,seed_output,communications,,LPP463
1.057797,0,seed_value,communications,,
1.057804,0,seed_output,communications,,QNZ454
1.057854,0,seed_value,communications,,
1.057862,0,seed_output,communications,,FDV753
1.057917,0,seed_value,communications,,
1.057924,0,seed_output,communications,,XVZ241
1.057976,0,seed_value,communications,,
1.057983,0,seed_output,communications,,EHA972
1.058034,0,seed_value,communications,,
1.05804,0,seed_output,communications,,WMS232
1.058089,0,seed_value,communications,,
1.058096,0,seed_output,communications,,MYA347
1.058147,0,seed_value,communications,,
1.058154,0,seed_output,communications,,UPW443
1.058201,0,seed_value,communications,,
1.058208,0,seed_output,communications,,DXE892
1.058259,0,seed_value,communications,,
1.058266,0,seed_output,communications,,RZJ909
1.058313,0,seed_value,communications,,
1.05832,0,seed_output,communications,,APD620
1.058342,0,seed_value,communications,,
1.058348,0,seed_output,communications,,111.098028
1.058364,0,seed_value,communications,,
1.05837,0,seed_output,communications,,135.992022
1.058385,0,seed_value,communications,,
1.05839,0,seed_output,communications,,118.48416
1.058404,0,seed_value,communications,,
1.05841,0,seed_output,communications,,123.137533
2.063906,0,dialog,,,OpenMATB end
2.072359,0.017007,event,sysmon,self,stop
4.229424,0.017007,dialog,,,Warning end
4.229941,0.034083,event,track,self,stop
4.229994,0.034083,manual,,,end
