logtime,scenario_time,type,module,address,value
1.220301,0,version,,,1.4.1
1.277633,0,scenario_path,,,includes\scenarios\fatigue.txt
1.278711,0,seed_value,communications,,
1.278738,0,seed_output,communications,,ORY778
1.278799,0,seed_value,communications,,
1.278807,0,seed_output,communications,,PIV852
1.278864,0,seed_value,communications,,
1.278871,0,seed_output,communications,,DTW834
1.278924,0,seed_value,communications,,
1.27893,0,seed_output,communications,,LPP463
1.27898,0,seed_value,communications,,
1.278986,0,seed_output,communications,,QNZ454
1.279036,0,seed_value,communications,,
1.279042,0,seed_output,communications,,FDV753
1.279096,0,seed_value,communications,,
1.279103,0,seed_output,communications,,XVZ241
1.279157,0,seed_value,communications,,
1.279164,0,seed_output,communications,,EHA972
1.279215,0,seed_value,communications,,
1.279221,0,seed_output,communications,,WMS232
1.279268,0,seed_value,communications,,
1.279275,0,seed_output,communications,,MYA347
1.279297,0,seed_value,communications,,
1.279302,0,seed_output,communications,,121.427213
1.279318,0,seed_value,communications,,
1.279324,0,seed_output,communications,,124.570675
1.279338,0,seed_value,communications,,
1.279343,0,seed_output,communications,,121.119007
1.279357,0,seed_value,communications,,
1.279362,0,seed_output,communications,,121.76255
2.211126,0,dialog,,,OpenMATB end
2.240174,0.033154,event,instructions,filename,en/welcome_screen.txt
2.878408,0.033154,dialog,,,Warning end
2.879452,0.051188,aoi,instructions,background,"(0, 1080, 1920, 0)"
2.886723,0.051188,parameter,instructions,title,
2.886763,0.051188,parameter,instructions,taskplacement,fullscreen
2.886772,0.051188,parameter,instructions,taskupdatetime,15
2.886782,0.051188,parameter,instructions,taskfeedback-overdue-active,0
2.88679,0.051188,parameter,instructions,taskfeedback-overdue-color,"(241, 100, 100, 255)"
2.886799,0.051188,parameter,instructions,taskfeedback-overdue-delayms,2000
2.886806,0.051188,parameter,instructions,taskfeedback-overdue-blinkdurationms,1000
2.886812,0.051188,parameter,instructions,taskfeedback-overdue-_nexttoggletime,0
2.886819,0.051188,parameter,instructions,taskfeedback-overdue-_is_visible,0
2.886826,0.051188,parameter,instructions,boldtitle,0
2.886833,0.051188,parameter,instructions,filename,en/welcome_screen.txt
2.886839,0.051188,parameter,instructions,pointsize,0
2.886845,0.051188,parameter,instructions,maxdurationsec,0
2.886852,0.051188,parameter,instructions,response-text,Press SPACE to continue
2.886859,0.051188,parameter,instructions,response-key,SPACE
