logtime,scenario_time,type,module,address,value
1.734415,0,version,,,1.4.1
1.74836,0,scenario_path,,,includes\scenarios\fatigue.txt
1.74996,0,seed_value,communications,,
1.750057,0,seed_output,communications,,PIV852
1.750443,0,seed_value,communications,,
1.750511,0,seed_output,communications,,DTW834
1.750847,0,seed_value,communications,,
1.750874,0,seed_output,communications,,LPP463
1.751028,0,seed_value,communications,,
1.751048,0,seed_output,communications,,QNZ454
1.751172,0,seed_value,communications,,
1.75119,0,seed_output,communications,,FDV753
1.751329,0,seed_value,communications,,
1.751349,0,seed_output,communications,,XVZ241
1.751483,0,seed_value,communications,,
1.751502,0,seed_output,communications,,EHA972
1.751632,0,seed_value,communications,,
1.751648,0,seed_output,communications,,WMS232
1.751762,0,seed_value,communications,,
1.751779,0,seed_output,communications,,MYA347
1.751831,0,seed_value,communications,,
1.751846,0,seed_output,communications,,124.570675
1.751884,0,seed_value,communications,,
1.751897,0,seed_output,communications,,121.119007
1.751931,0,seed_value,communications,,
1.751944,0,seed_output,communications,,121.76255
1.751979,0,seed_value,communications,,
1.751993,0,seed_output,communications,,115.511246
3.045565,0,dialog,,,OpenMATB end
3.062702,0.017131,event,instructions,filename,en/welcome_screen.txt
4.328383,0.017131,dialog,,,Warning end
4.329484,0.034971,aoi,instructions,background,"(0, 1080, 1920, 0)"
4.344872,0.034971,parameter,instructions,title,
4.344939,0.034971,parameter,instructions,taskplacement,fullscreen
4.344959,0.034971,parameter,instructions,taskupdatetime,15
4.344982,0.034971,parameter,instructions,taskfeedback-overdue-active,0
4.345001,0.034971,parameter,instructions,taskfeedback-overdue-color,"(241, 100, 100, 255)"
4.34502,0.034971,parameter,instructions,taskfeedback-overdue-delayms,2000
4.345037,0.034971,parameter,instructions,taskfeedback-overdue-blinkdurationms,1000
4.345054,0.034971,parameter,instructions,taskfeedback-overdue-_nexttoggletime,0
4.34507,0.034971,parameter,instructions,taskfeedback-overdue-_is_visible,0
4.345086,0.034971,parameter,instructions,boldtitle,0
4.345101,0.034971,parameter,instructions,filename,en/welcome_screen.txt
4.345115,0.034971,parameter,instructions,pointsize,0
4.345129,0.034971,parameter,instructions,maxdurationsec,0
4.345145,0.034971,parameter,instructions,response-text,Press SPACE to continue
4.345161,0.034971,parameter,instructions,response-key,SPACE
4.345177,0.034971,parameter,instructions,allowkeypress,1
4.350662,0.034971,state,instructions,"background, visibility",1
4.350742,0.034971,event,instructions,self,start
4.351898,0.057915,state,instructions,"background, visibility",0
4.36281,0.057915,aoi,instructions,title,"(0, 1080, 1920, 0)"
4.371636,0.057915,aoi,instructions,press_space,"(0, 1080, 1920, 0)"
4.386471,0.057915,aoi,instructions,instructions,"(0, 1080, 1920, 0)"
4.38675,0.057915,state,instructions,"background, visibility",1
6.627376,0.057915,input,keyboard,SPACE,press
6.726742,0.057915,input,keyboard,SPACE,release
6.727089,0.057915,state,instructions,"background, visibility",0
6.744094,0.074496,aoi,sysmon,foreground,"(0, 1026.0, 672, 540.0)"
6.744306,0.074496,aoi,sysmon,overdue,"(0, 1026.0, 672, 540.0)"
6.76063,0.074496,aoi,sysmon,task_title,"(0, 1080.0, 672, 1026.0)"
6.761007,0.074496,aoi,sysmon,automode,"(285.6, 592.65, 386.40000000000003, 565.65)"
6.764025,0.074496,aoi,sysmon,scale1,"(50.4, 855.9, 117.6, 612.9)"
6.766961,0.074496,aoi,sysmon,scale2,"(218.4, 855.9, 285.6, 612.9)"
6.769602,0.074496,aoi,sysmon,scale3,"(386.4, 855.9, 453.59999999999997, 612.9)"
6.772149,0.074496,aoi,sysmon,scale4,"(554.4, 855.9, 621.6, 612.9)"
6.775119,0.074496,aoi,sysmon,light1,"(33.599999999999994, 977.4, 302.4, 904.5)"
6.777822,0.074496,aoi,sysmon,light2,"(369.6, 977.4, 638.4000000000001, 904.5)"
6.7779,0.074496,parameter,sysmon,title,System monitoring
6.777923,0.074496,parameter,sysmon,taskplacement,topleft
6.77794,0.074496,parameter,sysmon,taskupdatetime,200
6.777965,0.074496,parameter,sysmon,taskfeedback-overdue-active,0
6.777983,0.074496,parameter,sysmon,taskfeedback-overdue-color,"(241, 100, 100, 255)"
6.778002,0.074496,parameter,sysmon,taskfeedback-overdue-delayms,2000
6.778019,0.074496,parameter,sysmon,taskfeedback-overdue-blinkdurationms,1000
6.778036,0.074496,parameter,sysmon,taskfeedback-overdue-_nexttoggletime,0
6.778055,0.074496,parameter,sysmon,taskfeedback-overdue-_is_visible,0
6.778073,0.074496,parameter,sysmon,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x00000108A1C416D0>
6.778094,0.074496,parameter,sysmon,alerttimeout,10000
6.778109,0.074496,parameter,sysmon,automaticsolver,0
6.778124,0.074496,parameter,sysmon,automaticsolverdelay,1000
6.778139,0.074496,parameter,sysmon,displayautomationstate,1
6.778154,0.074496,parameter,sysmon,allowanykey,0
6.778169,0.074496,parameter,sysmon,feedbackduration,1500
6.778186,0.074496,parameter,sysmon,feedbacks-positive-active,1
