logtime,scenario_time,type,module,address,value
0.919893,0,version,,,1.4.1
0.929861,0,scenario_path,,,includes\scenarios\fatigue.txt
0.93052,0,seed_value,communications,,
0.930542,0,seed_output,communications,,HLM230
0.930597,0,seed_value,communications,,
0.930605,0,seed_output,communications,,SBN790
0.930651,0,seed_value,communications,,
0.930657,0,seed_output,communications,,PIV852
0.930703,0,seed_value,communications,,
0.930709,0,seed_output,communications,,DTW834
0.930753,0,seed_value,communications,,
0.930759,0,seed_output,communications,,LPP463
0.9308,0,seed_value,communications,,
0.930805,0,seed_output,communications,,QNZ454
0.930846,0,seed_value,communications,,
0.930852,0,seed_output,communications,,FDV753
0.930895,0,seed_value,communications,,
0.930901,0,seed_output,communications,,XVZ241
0.930919,0,seed_value,communications,,
0.930924,0,seed_output,communications,,131.006862
0.930938,0,seed_value,communications,,
0.930942,0,seed_output,communications,,117.39115
0.930954,0,seed_value,communications,,
0.930959,0,seed_output,communications,,114.57447
0.93097,0,seed_value,communications,,
0.930974,0,seed_output,communications,,121.427213
3.03616,0,dialog,,,OpenMATB end
3.036872,0.017979,input,joystick,x,-0.007828
3.036941,0.017979,input,joystick,y,-0.007828
3.037089,0.017979,event,instructions,filename,en/welcome_screen.txt
3.053304,0.033734,aoi,instructions,background,"(0, 1080, 1920, 0)"
3.054259,0.033734,parameter,instructions,title,
3.054346,0.033734,parameter,instructions,taskplacement,fullscreen
3.054372,0.033734,parameter,instructions,taskupdatetime,15
3.054399,0.033734,parameter,instructions,taskfeedback-overdue-active,0
3.05442,0.033734,parameter,instructions,taskfeedback-overdue-color,"(241, 100, 100, 255)"
3.054444,0.033734,parameter,instructions,taskfeedback-overdue-delayms,2000
3.054463,0.033734,parameter,instructions,taskfeedback-overdue-blinkdurationms,1000
3.054482,0.033734,parameter,instructions,taskfeedback-overdue-_nexttoggletime,0
3.054501,0.033734,parameter,instructions,taskfeedback-overdue-_is_visible,0
3.054521,0.033734,parameter,instructions,boldtitle,0
3.054539,0.033734,parameter,instructions,filename,en/welcome_screen.txt
3.054556,0.033734,parameter,instructions,pointsize,0
3.054572,0.033734,parameter,instructions,maxdurationsec,0
3.054592,0.033734,parameter,instructions,response-text,Press SPACE to continue
3.05461,0.033734,parameter,instructions,response-key,SPACE
3.054627,0.033734,parameter,instructions,allowkeypress,1
3.059199,0.033734,state,instructions,"background, visibility",1
3.059257,0.033734,event,instructions,self,start
3.069252,0.050207,state,instructions,"background, visibility",0
3.075517,0.050207,aoi,instructions,title,"(0, 1080, 1920, 0)"
3.08043,0.050207,aoi,instructions,press_space,"(0, 1080, 1920, 0)"
3.090015,0.050207,aoi,instructions,instructions,"(0, 1080, 1920, 0)"
3.090197,0.050207,state,instructions,"background, visibility",1
3.319409,0.050207,input,keyboard,SPACE,press
3.385829,0.050207,input,keyboard,SPACE,release
3.386268,0.050207,state,instructions,"background, visibility",0
3.402097,0.065958,aoi,sysmon,foreground,"(0, 1026.0, 672, 540.0)"
3.402197,0.065958,aoi,sysmon,overdue,"(0, 1026.0, 672, 540.0)"
3.408401,0.065958,aoi,sysmon,task_title,"(0, 1080.0, 672, 1026.0)"
3.408546,0.065958,aoi,sysmon,automode,"(285.6, 592.65, 386.40000000000003, 565.65)"
3.409828,0.065958,aoi,sysmon,scale1,"(50.4, 855.9, 117.6, 612.9)"
3.410854,0.065958,aoi,sysmon,scale2,"(218.4, 855.9, 285.6, 612.9)"
3.411764,0.065958,aoi,sysmon,scale3,"(386.4, 855.9, 453.59999999999997, 612.9)"
3.412733,0.065958,aoi,sysmon,scale4,"(554.4, 855.9, 621.6, 612.9)"
3.41378,0.065958,aoi,sysmon,light1,"(33.599999999999994, 977.4, 302.4, 904.5)"
3.414874,0.065958,aoi,sysmon,light2,"(369.6, 977.4, 638.4000000000001, 904.5)"
3.414982,0.065958,parameter,sysmon,title,System monitoring
