logtime,scenario_time,type,module,address,value
0.527572,0,version,,,1.4.1
0.527919,0,scenario_path,,,includes\scenarios\fatigue.txt
0.52847,0,seed_value,communications,,
0.528488,0,seed_output,communications,,SBN790
0.528553,0,seed_value,communications,,
0.528561,0,seed_output,communications,,PIV852
0.528615,0,seed_value,communications,,
0.528622,0,seed_output,communications,,DTW834
0.528675,0,seed_value,communications,,
0.528683,0,seed_output,communications,,LPP463
0.52873,0,seed_value,communications,,
0.528737,0,seed_output,communications,,QNZ454
0.528783,0,seed_value,communications,,
0.52879,0,seed_output,communications,,FDV753
0.528842,0,seed_value,communications,,
0.528849,0,seed_output,communications,,XVZ241
0.5289,0,seed_value,communications,,
0.528907,0,seed_output,communications,,EHA972
0.528927,0,seed_value,communications,,
0.528933,0,seed_output,communications,,114.57447
0.52895,0,seed_value,communications,,
0.528955,0,seed_output,communications,,121.427213
0.528969,0,seed_value,communications,,
0.528974,0,seed_output,communications,,124.570675
0.528988,0,seed_value,communications,,
0.528993,0,seed_output,communications,,121.119007
1.238886,0,dialog,,,OpenMATB end
1.239174,0.018016,input,joystick,x,-0.007828
1.239194,0.018016,input,joystick,y,-0.007828
1.239255,0.018016,event,instructions,filename,en/welcome_screen.txt
1.255091,0.033365,aoi,instructions,background,"(0, 1080, 1920, 0)"
1.255995,0.033365,parameter,instructions,title,
1.256029,0.033365,parameter,instructions,taskplacement,fullscreen
1.256037,0.033365,parameter,instructions,taskupdatetime,15
1.256048,0.033365,parameter,instructions,taskfeedback-overdue-active,0
1.256056,0.033365,parameter,instructions,taskfeedback-overdue-color,"(241, 100, 100, 255)"
1.256065,0.033365,parameter,instructions,taskfeedback-overdue-delayms,2000
1.256072,0.033365,parameter,instructions,taskfeedback-overdue-blinkdurationms,1000
1.256078,0.033365,parameter,instructions,taskfeedback-overdue-_nexttoggletime,0
1.256084,0.033365,parameter,instructions,taskfeedback-overdue-_is_visible,0
1.256103,0.033365,parameter,instructions,boldtitle,0
1.25611,0.033365,parameter,instructions,filename,en/welcome_screen.txt
1.256116,0.033365,parameter,instructions,pointsize,0
