logtime,scenario_time,type,module,address,value
2.025751,0,version,,,1.4.1
2.02712,0,scenario_path,,,includes\scenarios\fatigue.txt
2.029196,0,seed_value,communications,,
2.029396,0,seed_output,communications,,KEM018
2.03006,0,seed_value,communications,,
2.030142,0,seed_output,communications,,OTL422
2.030844,0,seed_value,communications,,
2.030974,0,seed_output,communications,,SBN790
2.031865,0,seed_value,communications,,
2.032002,0,seed_output,communications,,PIV852
2.032943,0,seed_value,communications,,
2.033081,0,seed_output,communications,,DTW834
2.033923,0,seed_value,communications,,
2.034045,0,seed_output,communications,,LPP463
2.034898,0,seed_value,communications,,
2.035043,0,seed_output,communications,,QNZ454
2.035862,0,seed_value,communications,,
2.03597,0,seed_output,communications,,FDV753
2.036783,0,seed_value,communications,,
2.036939,0,seed_output,communications,,XVZ241
2.037178,0,seed_value,communications,,
2.037239,0,seed_output,communications,,126.064149
2.037406,0,seed_value,communications,,
2.037464,0,seed_output,communications,,131.006862
2.037613,0,seed_value,communications,,
2.037671,0,seed_output,communications,,117.39115
2.037815,0,seed_value,communications,,
2.037869,0,seed_output,communications,,114.57447
2.615321,0,dialog,,,OpenMATB end
2.617183,0.018593,event,instructions,filename,en/welcome_screen.txt
2.633351,0.033338,aoi,instructions,background,"(0, 1080, 1920, 0)"
2.636828,0.033338,parameter,instructions,title,
2.637108,0.033338,parameter,instructions,taskplacement,fullscreen
2.637208,0.033338,parameter,instructions,taskupdatetime,15
2.63731,0.033338,parameter,instructions,taskfeedback-overdue-active,0
2.63739,0.033338,parameter,instructions,taskfeedback-overdue-color,"(241, 100, 100, 255)"
2.637473,0.033338,parameter,instructions,taskfeedback-overdue-delayms,2000
2.63754,0.033338,parameter,instructions,taskfeedback-overdue-blinkdurationms,1000
2.637609,0.033338,parameter,instructions,taskfeedback-overdue-_nexttoggletime,0
2.637675,0.033338,parameter,instructions,taskfeedback-overdue-_is_visible,0
2.637747,0.033338,parameter,instructions,boldtitle,0
2.637811,0.033338,parameter,instructions,filename,en/welcome_screen.txt
2.637876,0.033338,parameter,instructions,pointsize,0
2.637936,0.033338,parameter,instructions,maxdurationsec,0
2.638091,0.033338,parameter,instructions,response-text,Press SPACE to continue
2.638232,0.033338,parameter,instructions,response-key,SPACE
2.638302,0.033338,parameter,instructions,allowkeypress,1
2.646547,0.033338,state,instructions,"background, visibility",1
2.646653,0.033338,event,instructions,self,start
2.648379,0.050497,state,instructions,"background, visibility",0
2.65724,0.050497,aoi,instructions,title,"(0, 1080, 1920, 0)"
2.665022,0.050497,aoi,instructions,press_space,"(0, 1080, 1920, 0)"
2.672658,0.050497,aoi,instructions,instructions,"(0, 1080, 1920, 0)"
2.672803,0.050497,state,instructions,"background, visibility",1
2.998841,0.050497,input,keyboard,SPACE,press
3.06457,0.050497,input,keyboard,SPACE,release
3.065091,0.050497,state,instructions,"background, visibility",0
3.080775,0.065363,aoi,sysmon,foreground,"(0, 1026.0, 672, 540.0)"
3.080913,0.065363,aoi,sysmon,overdue,"(0, 1026.0, 672, 540.0)"
3.089703,0.065363,aoi,sysmon,task_title,"(0, 1080.0, 672, 1026.0)"
3.08993,0.065363,aoi,sysmon,automode,"(285.6, 592.65, 386.40000000000003, 565.65)"
3.09211,0.065363,aoi,sysmon,scale1,"(50.4, 855.9, 117.6, 612.9)"
