logtime,scenario_time,type,module,address,value
0.767599,0,version,,,1.4.1
0.768239,0,scenario_path,,,includes\scenarios\fatigue.txt
0.769912,0,seed_value,communications,,
0.76997,0,seed_output,communications,,OSN708
0.770168,0,seed_value,communications,,
0.770195,0,seed_output,communications,,ZIK333
0.770317,0,seed_value,communications,,
0.770332,0,seed_output,communications,,GDJ460
0.770455,0,seed_value,communications,,
0.770475,0,seed_output,communications,,IMR655
0.770619,0,seed_value,communications,,
0.770639,0,seed_output,communications,,QOK886
0.77074,0,seed_value,communications,,
0.770756,0,seed_output,communications,,EYP842
0.770851,0,seed_value,communications,,
0.770867,0,seed_output,communications,,XJY070
0.770952,0,seed_value,communications,,
0.770978,0,seed_output,communications,,GWT153
0.771112,0,seed_value,communications,,
0.77113,0,seed_output,communications,,EXG814
0.771259,0,seed_value,communications,,
0.771286,0,seed_output,communications,,CYT425
0.771329,0,seed_value,communications,,
0.771343,0,seed_output,communications,,116.114649
0.771369,0,seed_value,communications,,
0.771378,0,seed_output,communications,,132.932125
0.771402,0,seed_value,communications,,
0.771411,0,seed_output,communications,,121.074509
0.771434,0,seed_value,communications,,
0.771443,0,seed_output,communications,,118.746143
4.704872,0,dialog,,,OpenMATB end
4.715414,0.018781,input,joystick,x,-0.007828
4.71544,0.018781,input,joystick,y,0.076493
