logtime,scenario_time,type,module,address,value
0.771911,0,version,,,1.4.1
0.772469,0,scenario_path,,,includes\scenarios\fatigue.txt
0.773384,0,seed_value,communications,,
0.773421,0,seed_output,communications,,CMB993
0.773691,0,seed_value,communications,,
0.773715,0,seed_output,communications,,LCN879
0.773838,0,seed_value,communications,,
0.773854,0,seed_output,communications,,CLN158
0.773959,0,seed_value,communications,,
0.773973,0,seed_output,communications,,HQR233
0.774062,0,seed_value,communications,,
0.774075,0,seed_output,communications,,IBX875
0.774172,0,seed_value,communications,,
0.774185,0,seed_output,communications,,EOR477
0.774275,0,seed_value,communications,,
0.774287,0,seed_output,communications,,CGE412
0.774383,0,seed_value,communications,,
0.774396,0,seed_output,communications,,BLS903
0.774488,0,seed_value,communications,,
0.774499,0,seed_output,communications,,HCU702
0.774531,0,seed_value,communications,,
0.77454,0,seed_output,communications,,119.84754
0.774565,0,seed_value,communications,,
0.774574,0,seed_output,communications,,115.884387
0.774596,0,seed_value,communications,,
0.774604,0,seed_output,communications,,133.759774
0.774626,0,seed_value,communications,,
0.774636,0,seed_output,communications,,118.203541
5.429488,0,dialog,,,OpenMATB end
5.430157,0.017796,event,instructions,filename,en/welcome_screen.txt
5.447041,0.033762,aoi,instructions,background,"(0, 1080, 1920, 0)"
5.448756,0.033762,parameter,instructions,title,
5.448851,0.033762,parameter,instructions,taskplacement,fullscreen
5.448893,0.033762,parameter,instructions,taskupdatetime,15
5.448947,0.033762,parameter,instructions,taskfeedback-overdue-active,0
5.448986,0.033762,parameter,instructions,taskfeedback-overdue-color,"(241, 100, 100, 255)"
5.449027,0.033762,parameter,instructions,taskfeedback-overdue-delayms,2000
5.449062,0.033762,parameter,instructions,taskfeedback-overdue-blinkdurationms,1000
5.449096,0.033762,parameter,instructions,taskfeedback-overdue-_nexttoggletime,0
5.449163,0.033762,parameter,instructions,taskfeedback-overdue-_is_visible,0
5.449199,0.033762,parameter,instructions,boldtitle,0
5.44923,0.033762,parameter,instructions,filename,en/welcome_screen.txt
5.449265,0.033762,parameter,instructions,pointsize,0
5.449297,0.033762,parameter,instructions,maxdurationsec,0
5.449331,0.033762,parameter,instructions,response-text,Press SPACE to continue
5.449363,0.033762,parameter,instructions,response-key,SPACE
5.449395,0.033762,parameter,instructions,allowkeypress,1
5.455246,0.033762,state,instructions,"background, visibility",1
5.455297,0.033762,event,instructions,self,start
5.46261,0.050195,state,instructions,"background, visibility",0
5.471648,0.050195,aoi,instructions,title,"(0, 1080, 1920, 0)"
5.4765,0.050195,aoi,instructions,press_space,"(0, 1080, 1920, 0)"
5.485793,0.050195,aoi,instructions,instructions,"(0, 1080, 1920, 0)"
5.486016,0.050195,state,instructions,"background, visibility",1
5.896073,0.050195,input,keyboard,SPACE,press
6.096295,0.050195,input,keyboard,SPACE,release
6.09683,0.050195,state,instructions,"background, visibility",0
6.112566,0.065971,event,genericscales,filename,en/vasf_4pp_part1.txt
6.129673,0.082595,aoi,genericscales,background,"(0, 1080, 1920, 0)"
6.130857,0.082595,parameter,genericscales,title,
6.130938,0.082595,parameter,genericscales,taskplacement,fullscreen
6.130973,0.082595,parameter,genericscales,taskupdatetime,15
6.131013,0.082595,parameter,genericscales,taskfeedback-overdue-active,0
6.131044,0.082595,parameter,genericscales,taskfeedback-overdue-color,"(241, 100, 100, 255)"
6.131081,0.082595,parameter,genericscales,taskfeedback-overdue-delayms,2000
6.131111,0.082595,parameter,genericscales,taskfeedback-overdue-blinkdurationms,1000
6.131143,0.082595,parameter,genericscales,taskfeedback-overdue-_nexttoggletime,0
6.131171,0.082595,parameter,genericscales,taskfeedback-overdue-_is_visible,0
6.131204,0.082595,parameter,genericscales,boldtitle,0
6.13123,0.082595,parameter,genericscales,filename,en/vasf_4pp_part1.txt
6.131257,0.082595,parameter,genericscales,pointsize,0
6.131283,0.082595,parameter,genericscales,maxdurationsec,0
6.131312,0.082595,parameter,genericscales,response-text,Press SPACE to validate
6.13134,0.082595,parameter,genericscales,response-key,SPACE
6.131369,0.082595,parameter,genericscales,allowkeypress,1
6.131767,0.082595,state,genericscales,"background, visibility",1
6.13183,0.082595,event,genericscales,self,start
6.145862,0.099222,state,genericscales,"background, visibility",0
6.151092,0.099222,aoi,genericscales,press_space,"(0, 1080, 1920, 0)"
6.160985,0.099222,aoi,genericscales,label_1,"(0.0, 928.8000000000002, 1920.0, 885.6000000000001)"
6.167133,0.099222,aoi,genericscales,slider_1,"(0.0, 885.6000000000001, 1920.0, 820.8000000000001)"
6.169936,0.099222,aoi,genericscales,label_2,"(0.0, 761.4000000000001, 1920.0, 718.2)"
6.173225,0.099222,aoi,genericscales,slider_2,"(0.0, 718.2, 1920.0, 653.4000000000001)"
6.174347,0.099222,aoi,genericscales,label_3,"(0.0, 594.0, 1920.0, 550.8)"
6.177316,0.099222,aoi,genericscales,slider_3,"(0.0, 550.8, 1920.0, 486.0)"
6.178603,0.099222,aoi,genericscales,label_4,"(0.0, 426.6, 1920.0, 383.40000000000003)"
6.182266,0.099222,aoi,genericscales,slider_4,"(0.0, 383.40000000000003, 1920.0, 318.6)"
6.182353,0.099222,state,genericscales,"background, visibility",1
6.745668,0.099222,input,keyboard,SPACE,press
6.86329,0.099222,input,keyboard,SPACE,release
6.863998,0.099222,performance,genericscales,I feel tired,4
6.864052,0.099222,performance,genericscales,I feel sleepy,4
6.864069,0.099222,performance,genericscales,I feel drowsy,4
6.86408,0.099222,performance,genericscales,I feel fatigued,4
6.864118,0.099222,state,genericscales,"background, visibility",0
6.878981,0.114465,event,genericscales,filename,en/vasf_4pp_part2.txt
6.895641,0.130958,aoi,genericscales,background,"(0, 1080, 1920, 0)"
6.89627,0.130958,parameter,genericscales,title,
6.896323,0.130958,parameter,genericscales,taskplacement,fullscreen
6.896339,0.130958,parameter,genericscales,taskupdatetime,15
6.896358,0.130958,parameter,genericscales,taskfeedback-overdue-active,0
6.896372,0.130958,parameter,genericscales,taskfeedback-overdue-color,"(241, 100, 100, 255)"
6.896388,0.130958,parameter,genericscales,taskfeedback-overdue-delayms,2000
6.8964,0.130958,parameter,genericscales,taskfeedback-overdue-blinkdurationms,1000
6.896413,0.130958,parameter,genericscales,taskfeedback-overdue-_nexttoggletime,0
6.896426,0.130958,parameter,genericscales,taskfeedback-overdue-_is_visible,0
6.896439,0.130958,parameter,genericscales,boldtitle,0
6.896452,0.130958,parameter,genericscales,filename,en/vasf_4pp_part2.txt
6.896467,0.130958,parameter,genericscales,pointsize,0
6.896478,0.130958,parameter,genericscales,maxdurationsec,0
6.896491,0.130958,parameter,genericscales,response-text,Press SPACE to validate
6.896504,0.130958,parameter,genericscales,response-key,SPACE
6.896516,0.130958,parameter,genericscales,allowkeypress,1
6.896726,0.130958,state,genericscales,"background, visibility",1
6.904213,0.130958,event,genericscales,self,start
6.912498,0.147684,state,genericscales,"background, visibility",0
6.922642,0.147684,aoi,genericscales,press_space,"(0, 1080, 1920, 0)"
6.923992,0.147684,aoi,genericscales,label_1,"(0.0, 928.8000000000002, 1920.0, 885.6000000000001)"
6.926948,0.147684,aoi,genericscales,slider_1,"(0.0, 885.6000000000001, 1920.0, 820.8000000000001)"
6.929271,0.147684,aoi,genericscales,label_2,"(0.0, 761.4000000000001, 1920.0, 718.2)"
6.934263,0.147684,aoi,genericscales,slider_2,"(0.0, 718.2, 1920.0, 653.4000000000001)"
6.937297,0.147684,aoi,genericscales,label_3,"(0.0, 594.0, 1920.0, 550.8)"
6.94189,0.147684,aoi,genericscales,slider_3,"(0.0, 550.8, 1920.0, 486.0)"
6.943847,0.147684,aoi,genericscales,label_4,"(0.0, 426.6, 1920.0, 383.40000000000003)"
6.951054,0.147684,aoi,genericscales,slider_4,"(0.0, 383.40000000000003, 1920.0, 318.6)"
6.951239,0.147684,state,genericscales,"background, visibility",1
7.398671,0.147684,input,keyboard,SPACE,press
7.546184,0.147684,input,keyboard,SPACE,release
7.547319,0.147684,performance,genericscales,I feel worn out,4
7.547612,0.147684,performance,genericscales,I feel energetic,4
7.547652,0.147684,performance,genericscales,I feel active,4
7.547678,0.147684,performance,genericscales,I feel vigorous,4
7.547758,0.147684,state,genericscales,"background, visibility",0
7.562605,0.163714,event,genericscales,filename,en/vasf_4pp_part3.txt
7.579375,0.180151,aoi,genericscales,background,"(0, 1080, 1920, 0)"
7.580786,0.180151,parameter,genericscales,title,
7.580897,0.180151,parameter,genericscales,taskplacement,fullscreen
7.580943,0.180151,parameter,genericscales,taskupdatetime,15
7.580991,0.180151,parameter,genericscales,taskfeedback-overdue-active,0
7.581032,0.180151,parameter,genericscales,taskfeedback-overdue-color,"(241, 100, 100, 255)"
7.581063,0.180151,parameter,genericscales,taskfeedback-overdue-delayms,2000
7.581082,0.180151,parameter,genericscales,taskfeedback-overdue-blinkdurationms,1000
7.5811,0.180151,parameter,genericscales,taskfeedback-overdue-_nexttoggletime,0
7.581118,0.180151,parameter,genericscales,taskfeedback-overdue-_is_visible,0
7.581137,0.180151,parameter,genericscales,boldtitle,0
7.581154,0.180151,parameter,genericscales,filename,en/vasf_4pp_part3.txt
7.581172,0.180151,parameter,genericscales,pointsize,0
7.581188,0.180151,parameter,genericscales,maxdurationsec,0
7.581206,0.180151,parameter,genericscales,response-text,Press SPACE to validate
7.581224,0.180151,parameter,genericscales,response-key,SPACE
7.581242,0.180151,parameter,genericscales,allowkeypress,1
7.581501,0.180151,state,genericscales,"background, visibility",1
7.587841,0.180151,event,genericscales,self,start
7.595944,0.196696,state,genericscales,"background, visibility",0
7.60513,0.196696,aoi,genericscales,press_space,"(0, 1080, 1920, 0)"
7.606125,0.196696,aoi,genericscales,label_1,"(0.0, 928.8000000000002, 1920.0, 885.6000000000001)"
7.60853,0.196696,aoi,genericscales,slider_1,"(0.0, 885.6000000000001, 1920.0, 820.8000000000001)"
7.609527,0.196696,aoi,genericscales,label_2,"(0.0, 761.4000000000001, 1920.0, 718.2)"
7.612273,0.196696,aoi,genericscales,slider_2,"(0.0, 718.2, 1920.0, 653.4000000000001)"
7.614554,0.196696,aoi,genericscales,label_3,"(0.0, 594.0, 1920.0, 550.8)"
7.617708,0.196696,aoi,genericscales,slider_3,"(0.0, 550.8, 1920.0, 486.0)"
7.618691,0.196696,aoi,genericscales,label_4,"(0.0, 426.6, 1920.0, 383.40000000000003)"
7.620898,0.196696,aoi,genericscales,slider_4,"(0.0, 383.40000000000003, 1920.0, 318.6)"
7.620994,0.196696,state,genericscales,"background, visibility",1
7.962475,0.196696,input,keyboard,SPACE,press
8.096227,0.196696,input,keyboard,SPACE,release
8.09753,0.196696,performance,genericscales,I feel efficient,4
8.097639,0.196696,performance,genericscales,I feel lively,4
8.097681,0.196696,performance,genericscales,I feel bushed,4
8.097717,0.196696,performance,genericscales,I feel exhausted,4
8.09781,0.196696,state,genericscales,"background, visibility",0
8.112015,0.21204,event,genericscales,filename,en/vasf_4pp_part4.txt
8.12969,0.229527,aoi,genericscales,background,"(0, 1080, 1920, 0)"
8.13017,0.229527,parameter,genericscales,title,
8.130266,0.229527,parameter,genericscales,taskplacement,fullscreen
8.13029,0.229527,parameter,genericscales,taskupdatetime,15
8.130307,0.229527,parameter,genericscales,taskfeedback-overdue-active,0
