logtime,scenario_time,type,module,address,value
0.867271,0,version,,,1.4.1
0.867851,0,scenario_path,,,includes\scenarios\fatigue.txt
0.868828,0,seed_value,communications,,
0.868865,0,seed_output,communications,,CJN374
0.869008,0,seed_value,communications,,
0.869023,0,seed_output,communications,,XOW819
0.86911,0,seed_value,communications,,
0.869122,0,seed_output,communications,,DJW772
0.8692,0,seed_value,communications,,
0.869215,0,seed_output,communications,,KQT042
0.869313,0,seed_value,communications,,
0.869327,0,seed_output,communications,,IDQ792
0.86941,0,seed_value,communications,,
0.869423,0,seed_output,communications,,OSN708
0.869505,0,seed_value,communications,,
0.869516,0,seed_output,communications,,ZIK333
0.869602,0,seed_value,communications,,
0.869615,0,seed_output,communications,,GDJ460
0.869662,0,seed_value,communications,,
0.869679,0,seed_output,communications,,121.80859
0.869714,0,seed_value,communications,,
0.869729,0,seed_output,communications,,120.027576
0.869763,0,seed_value,communications,,
0.869775,0,seed_output,communications,,110.053459
0.869805,0,seed_value,communications,,
0.869818,0,seed_output,communications,,110.169019
5.14727,0,dialog,,,OpenMATB end
5.160054,0.017723,input,joystick,x,-0.007828
5.160076,0.017723,input,joystick,y,0.076493
5.160123,0.017723,event,pvt,duration_s,180
6.713618,0.017723,dialog,,,Error(s) end
6.713836,0.035013,event,pvt,iti_min_ms,2000
6.713869,0.035013,manual,,,end
